SentenceRef,CorrectedSentence,RawSentence,TokensInSentence,EditsInSentence,EqualsInSentence,Insertions,Deletions,Replacements,CorrectBeginning,CorrectEnding,InputQuality
BYCBGCFC_s000,A young boy named Jasper dreamed of being a superhero.,A young boy Named Jasper dreamed of being a supur.,11,1,10,0,0,1,1.0,1.0,ok
BYCBGCFC_s001,He loved superheroes.,He loved super heros,4,2,2,0,0,2,1.0,0.0,ok
BYCBGCFC_s002,"Then years and years passed, it was his time to shine.",then years and years past it was his time to shine.,13,2,11,1,0,1,0.0,1.0,ok
BYCBGCFC_s003,"But there was one problem, there was no one to save and he does not have a suit to be a superhero, so that night he made his own suit and named himself Water Man, which gave himself the ability to shoot types of water a liquids to save people.",But there was one problem there was no one to save and he dose not have a suit to be a super hero so that night he made his own suit and named his water man which gave him the ability to shoot typs of water a liquids to save people.,54,8,46,2,0,6,1.0,1.0,ok
BYCBGCFC_s004,So he did some praying and got the ability!,So the did soome praying and got the ability!,10,2,8,0,0,2,1.0,1.0,ok
BYCBGCFC_s005,"The next morning a truck of sus men invaded the town, so he did his power, but they had a really strong shield that is waterproof and it did not work.",The next morning a truck of sus men invaded the town so the did his power but they had a realy strong sheil that is water and it did not work.,34,6,28,2,0,4,1.0,1.0,ok
BYCBGCFC_s006,"Then he found a sword and combined with his water power, but it hurt them but did not finish them.",Then He found a sord and combineded with his water power but it hurt them but did not finish them,22,4,18,2,0,2,1.0,0.0,ok
BYCBGCFC_s007,"Jasper thought it was over, but he tried as hard as he could with his power and boom, they were defeated.",Jasper thought it was over but He tried as hard as he could with his power and boom they wer deafeted,24,5,19,3,0,2,1.0,0.0,ok
BYCBGCFC_s008,"Everyone was cheering for him, he was even on the news.",everyone was cherring for him he was even on the news,13,3,10,2,0,1,0.0,0.0,ok
BYCBGCFC_s009,Then he got confirmed o real superhero and he still remembered from this day.,then he got comfermed o real superhero and he still rememberd from this day.,15,2,13,0,0,2,0.0,1.0,ok
BYCBGCFC_s010,,hero self self proof.,5,5,0,0,5,0,,,ok
BZFPRLBR_s000,"Hi, my name is Ronald Davedson.",Hi my name is ronald davedson im,8,2,6,1,0,1,1.0,0.0,ok
BZFPRLBR_s001,"I' m 15 years old and I live with my younger sister Ella, as well as my girlfriend Jane and of course Mum and Dad.",15 years old and i live with my younger sister ella aswell as my girlfriend Jane and of corse mum and dad.,28,7,21,5,0,2,0.0,1.0,ok
BZFPRLBR_s002,Times here have been hard for us.,Times hear have been hard for us,8,2,6,1,0,1,1.0,0.0,ok
BZFPRLBR_s003,"Dad lost his job, Ella' s school got bombed and we' re in debt.",dad lost his job ellas school got bomed and were in depth,18,10,8,6,0,4,0.0,0.0,ok
BZFPRLBR_s004,"I can' t help but feel bad for Mum, all this pressure on her shoulders.",i caint help but feel bad for mum all this presher on hear sholders.,18,7,11,3,0,4,0.0,1.0,ok
BZFPRLBR_s005,So that' s why I' m going to help fight in the war!,So thats why im going to help fight in the war!,16,6,10,4,0,2,1.0,1.0,ok
BZFPRLBR_s006,"I have no other purpose, I dropped out of school.",i have no other perpose i droped out of school,12,4,8,2,0,2,0.0,0.0,ok
BZFPRLBR_s007,"I feel like a deflated balloon bopping around with no purpose, plus I have always wanted to go out and explore. 2 weeks later.",i feel like a deflated ballon boping around with no porpose pluse i have all ways to go out and exsplore. 2 weeks later,27,9,18,2,0,7,0.0,0.0,ok
BZFPRLBR_s008,"Hi again, I said goodbye to my girlfriend and family and now I have made it.",Hi again i said good to my girl and family and now i have made it.,18,3,15,1,0,2,1.0,1.0,ok
BZFPRLBR_s009,I' m in a fancy uniform fighting for my country.,Im in in a fancy uniform fighting for my contrey,12,5,7,2,0,3,1.0,0.0,ok
BZFPRLBR_s010,"I have made a few friends, Pete, Locky and Bob.",I have made a few friend Pete Locky and Bob.,13,3,10,2,0,1,1.0,1.0,ok
BZFPRLBR_s011,They all say they miss home but so far I don' t. 2 days later.,They all say they miss home but so far i dont 2 day later.,18,5,13,3,0,2,1.0,1.0,ok
BZFPRLBR_s012,"Hi there again, I think I have gone deaf.",Hi there again i think i have gone death its,11,3,8,1,0,2,1.0,0.0,ok
BZFPRLBR_s013,"It' s really hard to hear anything, all I hear is gun shots all the time.",really hard to hear anything all i hear is gun shots all the time,19,5,14,5,0,0,0.0,0.0,ok
BZFPRLBR_s014,"We lost Pete yesterday, I couldn' t stop my tears.",we lost pete yeterday i couldent stop my tears infact,13,6,7,3,0,3,0.0,0.0,ok
BZFPRLBR_s015,"In fact 15 men dead, I feel so sorry for their families.",15 man dead i feel so sory for there familys,14,8,6,4,0,4,0.0,0.0,ok
BZFPRLBR_s016,I wish Pete was here.,i whish pete was hear.,6,2,4,0,0,2,0.0,1.0,ok
BZFPRLBR_s017,"Hi, I feel like I have wanted to fight this war for so long now, but now I realised I don' t! I miss my family, I want to go home.",Hi i feel like i have whanted to fight this war for so long now but now i realised i dont! i miss my family i whant to go home,37,9,28,6,0,3,1.0,0.0,ok
BZFPRLBR_s018,"I feel this emptiness from in my heart, like I long something but I don' t know what.",i feel this emptness from in my hart like i long some but i dont know what.,21,7,14,3,0,4,0.0,1.0,ok
BZFPRLBR_s019,Like it wants me and its calling my name but I' m just a blinded soul not knowing where to go.,like it whants me and its calling my name but im just a blined sol not knowing where to go,23,7,16,3,0,4,0.0,0.0,ok
BZFPRLBR_s020,"Hey there, I feel like the luckiest person in the world.",hey there i feel like the luckyist person in the world,13,3,10,2,0,1,0.0,0.0,ok
BZFPRLBR_s021,I got shot in the hip and I survived.,i got shot in the hip and i sivived,10,2,8,1,0,1,0.0,0.0,ok
BZFPRLBR_s022,"I go home in a week if we win, and I hope we do! 1 week later.",i go home in a week if we win and i hope we do! 1 week later,20,2,18,2,0,0,0.0,0.0,ok
BZFPRLBR_s023,"We won, we really did.",we won we really did,7,2,5,2,0,0,0.0,0.0,ok
BZFPRLBR_s024,"I realise now I wanted something else so badly, my family.",i rilise now i whanted some thing so badly my family,13,6,7,2,0,4,0.0,0.0,ok
BZFPRLBR_s025,I was too busy thinking what I wanted to accomplish so we could get the money we.,i was to bissy thinking what i whanted to acomplish so we could get the money we.,18,4,14,0,0,4,0.0,1.0,ok
BZFPRLBR_s026,I pushed my family and friends aside.,i pushed my family and friends aside.,8,0,8,0,0,0,0.0,1.0,ok
BZFPRLBR_s027,,whantd bye friend thing eles,5,5,0,0,5,0,,,ok
CDTYDYHH_s000,In space fhfa98fh3hf9s8hfusifhf hafsfba8b4 bfaibfie74 faf = efgr904he9hfs9hgf f8sg48twg8wgf YAY,In space fhfa98fh3hf9s8hfusifhf hafsfba8b4 bfaibfie74 faf = efgr904he9hfs9hgf f8sg48twg8wgf YAY,10,0,10,0,0,0,1.0,,ok
CFPPXHTD_s000,Many moons ago there were three eggs.,Many moons ago there were three eggs.,8,0,8,0,0,0,1.0,1.0,ok
CFPPXHTD_s001,"One from two gorilla warriors, another from two golden phoenixes and the most legendary from the lord.","one from two gorilla warriors, another from two golden phonixes and the most legendery from the lord.",19,2,17,0,0,2,0.0,1.0,ok
CFPPXHTD_s002,.,.,1,0,1,0,0,0,,1.0,ok
CFPPXHTD_s003,.,.,1,0,1,0,0,0,,1.0,ok
CFPPXHTD_s004,"the ultra serpent, and his name was Gathor.",the ultra serpent and his name was gathor.,10,1,9,1,0,0,0.0,1.0,ok
CFPPXHTD_s005,"A few months later, the eggs hatched, but the babies realised that they were under attack!","A few months later, the eggs hatched but the babys realised that they were under attack!",19,2,17,1,0,1,1.0,1.0,ok
CFPPXHTD_s006,They ran as fast as they could.,They ran as fast as they could.,8,0,8,0,0,0,1.0,1.0,ok
CFPPXHTD_s007,"Sadly only one escaped, the serpent' s baby, but he was all alone because everyone died during the battle.",Sadlyonly one escaped the serpents baby but he was all alone because everyone died during the battle,23,8,15,6,0,2,1.0,0.0,ok
CFPPXHTD_s008,"""I have no friends, no food and no shelter,"" he cried.","""I have no freinds no food and no shelter"" he cried",16,4,12,3,0,1,1.0,0.0,ok
CFPPXHTD_s009,"A few days later, he gave himself a name and it was Gojo.","A few days later, he gave himself a name and it wasGojo.",15,2,13,1,0,1,1.0,1.0,ok
CFPPXHTD_s010,"Ten years later, Gojo made armor, a base, a gym?","Ten years later, Gojo made armor, a base, a gym?",14,0,14,0,0,0,1.0,1.0,ok
CFPPXHTD_s011,Gojo still had one thing on his checklist and it was revenge on the attackers.,Gojo still had one thing on his checklist and it wasrevenge on the attackers.,16,2,14,1,0,1,1.0,1.0,ok
CFPPXHTD_s012,"A few days later, Gojo found the attackers' base.","A few days later, Gojo found the attackers base",12,2,10,2,0,0,1.0,0.0,ok
CFPPXHTD_s013,They tried attacking Gojo but his armor was too strong.,they tried attacking Gojo but his armor was to strong,11,2,9,1,0,1,0.0,0.0,ok
CFPPXHTD_s014,He did a flying backflip and wiped them all out.,he did a flying backflip and wiped them all out.,11,0,11,0,0,0,0.0,1.0,ok
CFPPXHTD_s015,Then he lived the happiest life ever after.,Then he lived the happiest life ever after.,9,0,9,0,0,0,1.0,1.0,ok
CQGSWKXY_s000,"""I was in the beach with Lily.","""I was in the beach whith Lily",9,2,7,1,0,1,1.0,0.0,ok
CQGSWKXY_s001,We were going on a search in the water for Nose.,we wher going on a search in the whater for Nose,12,3,9,1,0,2,0.0,0.0,ok
CQGSWKXY_s002,"When we found him, we found out that he did not want to be recorded.",when we found him we found out that he did not whant to be recorded,17,3,14,2,0,1,0.0,0.0,ok
CQGSWKXY_s003,Then we became best friends.,then we became best friends,6,1,5,1,0,0,0.0,0.0,ok
CQGSWKXY_s004,We said goodbye and went back home.,we said good and whent back home,8,3,5,1,0,2,0.0,0.0,ok
CQGSWKXY_s005,"We never forgot each other, and every time we went to the beach we played together, and that' s how our story ends.",we never forgot each other and every time we whent to the beach we played together and that' s how our story end',27,5,22,2,0,3,0.0,0.0,ok
CQGSWKXY_s006,"""","""NOSE THE FISH by s.",7,6,1,0,6,0,,,ok
CQZNGMVS_s000,"""Cabin crew, get ready for takeoff,"" the captain said, as I sat back into my seat.","""Cabin crew, get ready for takeoff,' The captain said, as I sat back into my seat.",22,1,21,0,0,1,1.0,1.0,ok
CQZNGMVS_s001,"I needed a holiday, and this trip to New Zealand would be the perfect get - away.","I needed a holiday, and this trip to New Zealand would be the perfect get - away.",19,0,19,0,0,0,1.0,1.0,ok
CQZNGMVS_s002,"I flicked open my phone, switched it on Airplane Mode and started to browse through the magazines displayed in front of me.","I flicked open my phone, switched it on Airplane Mode and started to browse through the magazines displayed in front of me.",24,0,24,0,0,0,1.0,1.0,ok
CQZNGMVS_s003,"I had trust that I would be in good hands, because the pilot who was flying the plane was said to be an expert.","I had trust that I would be in good hands, because the pilot who was flying the plane was said to be an expert.",26,0,26,0,0,0,1.0,1.0,ok
CQZNGMVS_s004,"I let out a relaxed sigh, and closed my eyes.","I let out a relaxed sigh, and closed my eyes.",12,0,12,0,0,0,1.0,1.0,ok
CQZNGMVS_s005,"When my eyelids opened, I could tell we were already in the air.","When my eyelids opened, I could tell we were already in the air.",15,0,15,0,0,0,1.0,1.0,ok
CQZNGMVS_s006,"The plane was drifting ever so smoothly, that I couldn' t even tell where we were until I looked out the window.","The plane was drifting ever so smoothly, that I couldn' t even tell where we were until I looked out the window.",25,0,25,0,0,0,1.0,1.0,ok
CQZNGMVS_s007,The sunset was absolutely mesmerising and the clouds were pure white.,The sunset was absolutely mesmerising and the clouds were pure white.,12,0,12,0,0,0,1.0,1.0,ok
CQZNGMVS_s008,It felt like I was floating through Heaven on Earth.,It felt like I was floating through Heaven on Earth.,11,0,11,0,0,0,1.0,1.0,ok
CQZNGMVS_s009,I smiled to myself but my thoughts were interrupted by a loud gunshot.,I smiled to myself but my thoughts were interrupted by a loud gunshot.,14,0,14,0,0,0,1.0,1.0,ok
CQZNGMVS_s010,"I panicked, not knowing if what I heard was true.","I panicked, not knowing if what I heard was true.",12,0,12,0,0,0,1.0,1.0,ok
CQZNGMVS_s011,I peeked above the seats and saw a tall man with shaggy hair standing at the front of the plane.,I peeked above the seats and saw a tall man with shaggy hair standing at the front of the plane.,21,0,21,0,0,0,1.0,1.0,ok
CQZNGMVS_s012,Next to him were two other men.,Next to him were two other men.,8,0,8,0,0,0,1.0,1.0,ok
CQZNGMVS_s013,"One was rather short, wearing a t - shirt and shorts.","One was rather short, wearing a t - shirt and shorts.",13,0,13,0,0,0,1.0,1.0,ok
CQZNGMVS_s014,"The other was wearing a singlet, bermudas and slippers.","The other was wearing a singlet, bermudas and slippers.",11,0,11,0,0,0,1.0,1.0,ok
CQZNGMVS_s015,They both were armed with guns and knives.,They both were armed with guns and knives.,9,0,9,0,0,0,1.0,1.0,ok
CQZNGMVS_s016,"I sank back into my seat, my heart thumping louder than their footsteps.","I sank back into my seat, my heart thumping louder than their footsteps.",15,0,15,0,0,0,1.0,1.0,ok
CQZNGMVS_s017,"I could hear them talking, and knew that they were not from Australia.","I could hear them talking, and knew that they were not from Australia.",15,0,15,0,0,0,1.0,1.0,ok
CQZNGMVS_s018,They were talking in their native language.,They were talking in their native language.,8,0,8,0,0,0,1.0,1.0,ok
CQZNGMVS_s019,I couldn' t understand what they were saying but all I knew was that I had to save everyone on this plane.,I couldn' t understand what they were saying but all I knew was that I had to save everyone on this plane.,24,0,24,0,0,0,1.0,1.0,ok
CQZNGMVS_s020,Somehow.,Somehow.,2,0,2,0,0,0,1.0,1.0,ok
CQZNGMVS_s021,I waited until the other two sidekicks had left to go to the toilet.,I waited until the other two sidekicks had left to go to the toilet.,15,0,15,0,0,0,1.0,1.0,ok
CQZNGMVS_s022,They probably were loading their guns.,They probably were loading their guns.,7,0,7,0,0,0,1.0,1.0,ok
CQZNGMVS_s023,The first that crossed my mind was the three were standing in front of the cabin crew area and the kitchen.,The first that crossed my mind was the three were standing in front of the cabin crew area and the kitchen.,22,0,22,0,0,0,1.0,1.0,ok
CQZNGMVS_s024,"If they were blocking that area there, they would have been blocking the cabin crew from exiting the kitchen area.","If they were blocking that area there, they would have been blocking the cabin crew from exiting the kitchen area.",22,0,22,0,0,0,1.0,1.0,ok
CQZNGMVS_s025,"My eyes searched the plane and found one lady crouched down with the cart in front of her, her eyes tearing up.","My eyes searched the plane and found one lady crouched down with the cart in front of her, her eyes tearing up.",24,0,24,0,0,0,1.0,1.0,ok
CQZNGMVS_s026,"Another gunshot fired, and one of the male cabin crew assistants fell to the ground, blood splurting out of his chest.","Another gunshot fired, and one of the male cabin crew assistants fell to the ground, blood splurting out of his chest.",24,0,24,0,0,0,1.0,1.0,ok
CQZNGMVS_s027,I tip - toed my way to the lady with the cart and asked her if she knew how many people were on this plane and how much cabin crew were on this plane.,I tip - toed my way to the lady with the cart and asked her if she knew how many people were on this plane and how much cabin crew were on this plane.,35,0,35,0,0,0,1.0,1.0,ok
CQZNGMVS_s028,She told me there were 156 people on the flight and 17 cabin crew.,She told me there were 156 people on the flight and 17 cabin crew.,15,0,15,0,0,0,1.0,1.0,ok
CQZNGMVS_s029,"I had to think of a plan and quick, because after I had got up, a gunshot fired and the target was an old woman, who had gotten up to go to the toilet, and now she was dead.","I had to think of a plan and quick, because after I had got up, a gunshot fired and the target was an old woman, who had gotten up to go to the toilet, and now she was dead.",44,0,44,0,0,0,1.0,1.0,ok
CQZNGMVS_s030,"Once the supposed' leader' had sauntered to the back of the plane, and the two sidekicks had followed him, I sprang out of my chair, carrying my pocket knife with me.","Once the supposed' leader' had sauntered to the back of the plane, and the two sidekicks had followed him, I sprang out of my chair, carrying my pocket knife with me.",37,0,37,0,0,0,1.0,1.0,ok
CQZNGMVS_s031,"I treaded quietly towards the kitchen and found a man tied up, crouching down in the corner.","I treaded quietly towards the kitchen and found a man tied up, crouching down in the corner.",19,0,19,0,0,0,1.0,1.0,ok
CQZNGMVS_s032,I pressed my index finger to my lips and carefully cut the rope around his mouth.,I pressed my index finger to my lips and carefully cut the rope around his mouth.,17,0,17,0,0,0,1.0,1.0,ok
CQZNGMVS_s033,"I told him to go and tell the pilot what was going on, and a few moments later, the pilot came out of the cockpit.","I told him to go and tell the pilot what was going on, and a few moments later, the pilot came out of the cockpit.",28,0,28,0,0,0,1.0,1.0,ok
CQZNGMVS_s034,He made an announcement saying that the plane would be landing at the nearest stop because they needed more fuel.,He made an announcement saying that the plane would be landing at the nearest stop because they needed more feul.,21,1,20,0,0,1,1.0,1.0,ok
CQZNGMVS_s035,He made his way back into the cockpit and I could hear him talking to the assistant pilot.,He made his way back into the cockpit and I could hear him talking to the assistant pilot.,19,0,19,0,0,0,1.0,1.0,ok
CQZNGMVS_s036,I could tell they were both scared and worried but they knew they had to put on a brave face.,I could tell they were both scared and worried but they knew they had to put on a brave face.,21,0,21,0,0,0,1.0,1.0,ok
CQZNGMVS_s037,Three more gunshots fired before the plane had touched down in New South Wales.,Three more gunshots fired before the plane had touched down in New South Wales.,15,0,15,0,0,0,1.0,1.0,ok
CQZNGMVS_s038,"Police dressed in protective gear carrying their shields, negotiators and the control tower came rushing out.","Police dressed in protective gear carrying their sheilds, negotiators and the control tower came rushing out.",18,1,17,0,0,1,1.0,1.0,ok
CQZNGMVS_s039,The pilot said that the next plane ride would be in two hours so everyone could get off the plane.,The pilot said that the next plane ride would be in two hours so everyone could get off the plane.,21,0,21,0,0,0,1.0,1.0,ok
CQZNGMVS_s040,"Murmurs went around the aircraft and as soon the first person stepped out of the plane, his knee buckled and he fell straight down the stairs.","Murmurs went around the aircraft and as soon the first person stepped out of the plane, his knee buckled and he fell straight down the stairs.",28,0,28,0,0,0,1.0,1.0,ok
CQZNGMVS_s041,There was blood pouring out of his chest and head.,There was blood pouring out of his chest and head.,11,0,11,0,0,0,1.0,1.0,ok
CQZNGMVS_s042,I now realized that this would be harder than I thought.,I now realized that this would be harder than I thought.,12,0,12,0,0,0,1.0,1.0,ok
CQZNGMVS_s043,.,.,1,0,1,0,0,0,,1.0,ok
CQZNGMVS_s044,.,.,1,0,1,0,0,0,,1.0,ok
CQZNGMVS_s045,,',1,1,0,0,1,0,,,ok
CTBTJBVW_s000,Splash!,splash,2,1,1,1,0,0,0.0,0.0,ok
CTBTJBVW_s001,There was a person.,there was a person,5,1,4,1,0,0,0.0,0.0,ok
CVJMQWMZ_s000,The walls almost seemed to enclose on him the further he scavenged through the mountain tunnel.,The walls almost seemed to enclose on him the further he scavenged through themountain tunnel.,17,2,15,1,0,1,1.0,1.0,ok
CVJMQWMZ_s001,Each step he took felt like he was further and further away from what he wanted.,Each step he took felt like he was further and further away from what he wanted.,17,0,17,0,0,0,1.0,1.0,ok
CVJMQWMZ_s002,"He had 2 choices, to turn back and reapproach the warmth of the noon sunlight or to continue forward into the dimly lit tunnel, into the unknown.","He had 2 choices, to turn back and reapproach the warmth of the noon sunlight or to continue forward into the dimly lit tunnel, into the unknown.",30,0,30,0,0,0,1.0,1.0,ok
CVJMQWMZ_s003,Jack looked back to his scrapped and stained map as he shone the burning torch against the sandstone walls.,Jack looked back to his scrapped and stained map as he shone the burning torch against the sandstone walls.,20,0,20,0,0,0,1.0,1.0,ok
CVJMQWMZ_s004,"A pattern, a drawing and a series of ancient writing.","A pattern, a drawing and a series of ancient writing.",12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s005,"He glided his torch against the walls as he continued walking through the seemingly endless tunnel, feeling slightly claustrophobic.","He glided his torch against the walls as he continued walking through the seemingly endless tunnel, feeling slightly claustrophobic.",21,0,21,0,0,0,1.0,1.0,ok
CVJMQWMZ_s006,He still had someone waiting for him.,He still had someone waiting for him.,8,0,8,0,0,0,1.0,1.0,ok
CVJMQWMZ_s007,The thought of this made him pick up his speed a bit.,The thought of this made him pick up his speed a bit.,13,0,13,0,0,0,1.0,1.0,ok
CVJMQWMZ_s008,The map in his caloused hands had a small line of writing that was easy to miss if you did not pay attention.,The map in his caloused hands had a small line of writing that was easy to miss if you did not pay attention.,24,0,24,0,0,0,1.0,1.0,ok
CVJMQWMZ_s009,"""The answer,"" read the lone man outloud.","""The answer,"" read the lone man outloud.",11,0,11,0,0,0,1.0,1.0,ok
CVJMQWMZ_s010,"He had seen and read that same sentence many times before, maybe even hundreds of times.","He had seen and read that same sentence many times before, maybe even hundreds of times.",18,0,18,0,0,0,1.0,1.0,ok
CVJMQWMZ_s011,It was the only thing that he could think about throughout the entire time he had been trying to search for the so - called treasure.,It was the only thing that he could think about throughout the entire time he had been trying to search for the so - called treasure.,27,0,27,0,0,0,1.0,1.0,ok
CVJMQWMZ_s012,He continued ahead until he accidentally kicked something hard a brittle.,He continued ahead until he accidentally kicked something hard a brittle.,12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s013,Jack immediately stooped down to example the dusty floor below him.,Jack immediately stooped down to example the dusty floor below him.,12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s014,"Shining the torch on the ground, Jack noticed something.","Shining the torch on the ground, Jack noticed something.",11,0,11,0,0,0,1.0,1.0,ok
CVJMQWMZ_s015,An out of place tile that had the symbol of the sun on it.,An out of place tile that had the symbol of the sun on it.,15,0,15,0,0,0,1.0,1.0,ok
CVJMQWMZ_s016,He wiped the dust of the grey tile and pressed down.,He wiped the dust of the grey tile and pressed down.,12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s017,"The earth began to shake as debris fell from the roof, down to the ground as Jack cowered in fear.","The earth began to shake as debris fell from the roof, down to the ground as Jack cowered in fear.",22,0,22,0,0,0,1.0,1.0,ok
CVJMQWMZ_s018,He looked forward as a beam of light seemed to appear in front of him.,He looked forward as a beam of light seemed to appear in front of him.,16,0,16,0,0,0,1.0,1.0,ok
CVJMQWMZ_s019,The shaking stopped as the light grew larger.,The shaking stopped as the light grew larger.,9,0,9,0,0,0,1.0,1.0,ok
CVJMQWMZ_s020,What was it?,What was it?,4,0,4,0,0,0,1.0,1.0,ok
CVJMQWMZ_s021,Would it be the end to this desert journey?,Would it be the end to this desert journey?,10,0,10,0,0,0,1.0,1.0,ok
CVJMQWMZ_s022,He had to know.,He had to know.,5,0,5,0,0,0,1.0,1.0,ok
CVJMQWMZ_s023,Jack raced towards the beam of light as a trail of dust began forming behind him.,Jack raced towards the beam of light as a trail of dust began forming behind him.,17,0,17,0,0,0,1.0,1.0,ok
CVJMQWMZ_s024,The bright ray of sunshine shone into his eyes as he came to a halt.,The bright ray of sunshine shone into his eyes as he came to a halt.,16,0,16,0,0,0,1.0,1.0,ok
CVJMQWMZ_s025,A ruin with skulls all over the ground?,A ruin with skulls all over the ground?,9,0,9,0,0,0,1.0,1.0,ok
CVJMQWMZ_s026,A room with glimmering gold and gems?,A room with glimmering gold and gems?,8,0,8,0,0,0,1.0,1.0,ok
CVJMQWMZ_s027,Or maybe simply a trap and his wasted effort.,Or maybe simply a trap and his wasted effort.,10,0,10,0,0,0,1.0,1.0,ok
CVJMQWMZ_s028,It was none of these.,It was none of these.,6,0,6,0,0,0,1.0,1.0,ok
CVJMQWMZ_s029,"Before him was a simple stone with a thin, delicate golden vase.","Before him was a simple stone with a thin, delicate golden vase.",14,0,14,0,0,0,1.0,1.0,ok
CVJMQWMZ_s030,The sun shone in from a large peephole in the roof that no one was able to notice.,The sun shone in from a large peephole in the roof that no one was able to notice.,19,0,19,0,0,0,1.0,1.0,ok
CVJMQWMZ_s031,"Jack stepped forward, careful of any traps that would be laid onto the ground.","Jack stepped forward, careful of any traps that would be laid onto the ground.",16,0,16,0,0,0,1.0,1.0,ok
CVJMQWMZ_s032,"He slowly approached the dusty, yet shining vase.","He slowly approached the dusty, yet shining vase.",10,0,10,0,0,0,1.0,1.0,ok
CVJMQWMZ_s033,Is this what he wanted?,Is this what he wanted?,6,0,6,0,0,0,1.0,1.0,ok
CVJMQWMZ_s034,"""The answer,"" Jack mumbled, scanning his surroundings.","""The answer,"" Jack mumbled, scanning his surroundings.",12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s035,"""Is this it?","""Is this it?",5,0,5,0,0,0,1.0,1.0,ok
CVJMQWMZ_s036,"""He dusted the golden ornament with his gloved hands when suddenly, his surroundings began to change.","""He dusted the golden ornament with his gloved hands when suddenly, his surroundings began to change.",19,0,19,0,0,0,1.0,1.0,ok
CVJMQWMZ_s037,"Plentiful of gold, silver and jewels appeared in front of him.","Plentiful of gold, silver and jewels appeared in front of him.",13,0,13,0,0,0,1.0,1.0,ok
CVJMQWMZ_s038,"Jack lifted his hands from the vase and in the blink of an eye, everything was gone.","Jack lifted his hands from the Vase and in the blink of an eye, everything was gone.",19,0,19,0,0,0,1.0,1.0,ok
CVJMQWMZ_s039,What was happening?,What was happening?,4,0,4,0,0,0,1.0,1.0,ok
CVJMQWMZ_s040,Jack placed his hands on the glimmering artefact again as the dirty sandstone ruins started transforming again.,Jack placed his hands on the glimmering artefact again as the dirty sandstone ruins started transforming again.,18,0,18,0,0,0,1.0,1.0,ok
CVJMQWMZ_s041,"This time, a sweet alluring voice spoke up.","This time, a sweet alluring voice spoke up.",10,0,10,0,0,0,1.0,1.0,ok
CVJMQWMZ_s042,"""Riches, money, jewels,"" it said,"" is this what you want?","""Riches, Money, Jewels."" it said,"" Is this what you want?",18,1,17,0,0,1,1.0,1.0,ok
CVJMQWMZ_s043,"""As tempting as it was, Jack shook his head.","""As tempting as it was, Jack shook his head.",12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s044,He grew up in a less fortunate household with his sister.,He grew up in a less fortunate household with his sister.,12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s045,"He had always dreamt of being wealthy, being able to live every single day without being hungry, but he wanted something else this time.","He had always dreamt of being wealthy, being able to live every single day without being hungry, but he wanted something else this time.",27,0,27,0,0,0,1.0,1.0,ok
CVJMQWMZ_s046,"The voice muttered out a low"" hmm"" and continued.","The voice muttered out a low"" hmm"" and continued.",12,0,12,0,0,0,1.0,1.0,ok
CVJMQWMZ_s047,"""Power, glory and fame?","""Power, glory and fame?",7,0,7,0,0,0,1.0,1.0,ok
CVJMQWMZ_s048,"""it said as Jack could see his surroundings change again, this time into an extravagant castle lined with gold and red carpets.","""it said as Jack could see his surroundings change again, this time into an extravagant castle lined with gold and red carpets.",25,0,25,0,0,0,0.0,1.0,ok
CVJMQWMZ_s049,"Once again, Jack shook his head.","Once again, Jack shook his head.",8,0,8,0,0,0,1.0,1.0,ok
CVJMQWMZ_s050,"""What is it then, wandering traveller, what have you come to see me for?","""What is it then, wandering traveller, what have you come to see me for?",18,0,18,0,0,0,1.0,1.0,ok
CVJMQWMZ_s051,""""" For health, my family -"""" What can you provide for me, in exchange for my good deeds?",""""" For health, my family -"""" What can you provide for me, in exchange for my good deeds?",24,0,24,0,0,0,1.0,1.0,ok
CVJMQWMZ_s052,"""said the voice.","""said the voice",5,1,4,1,0,0,0.0,0.0,ok
CVJMQWMZ_s053,Jack thought for a bit.,Jack thought for a bit.,6,0,6,0,0,0,1.0,1.0,ok
CVJMQWMZ_s054,"""Anything, even if it means my life,"" he said.","""Anything, even if it means my life."" he said.",14,1,13,0,0,1,1.0,1.0,ok
CVJMQWMZ_s055,The voice seemed quite impressed as Jack felt his surroundings change again.,The voice seemed quite impressed as Jack felt his surroundings change again.,13,0,13,0,0,0,1.0,1.0,ok
CVJMQWMZ_s056,"""Your wish has been granted.","""Your wish has been granted.",7,0,7,0,0,0,1.0,1.0,ok
CVJMQWMZ_s057,"""","""",1,0,1,0,0,0,,,ok
DDNDNLWD_s000,My dreams are somewhat interesting.,My dreams are somewhat interesting.,6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s001,They used to be normal.,They used to be normal.,6,0,6,0,0,0,1.0,1.0,ok
DDNDNLWD_s002,"The average, everyday ones.","The average, everyday ones.",6,0,6,0,0,0,1.0,1.0,ok
