ID,raw_index,raw_token,raw_start,raw_end,corr_index,corr_token,corr_start,corr_end,op,equal_ci,error_type,CorrSentenceID,Sentence Boundaries,TITLE,DIALOGUE,SentenceRef,BoundaryCheck
BCXSFTWC,26.0,2,127.0,128.0,26,2,127,128,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,27.0,wecks,129.0,134.0,27,wecks,129,134,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,28.0,if,135.0,137.0,28,if,135,137,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,29.0,you,138.0,141.0,29,you,138,141,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,30.0,are,142.0,145.0,30,are,142,145,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,31.0,luck,146.0,150.0,31,luck,146,150,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,32.0,and,151.0,154.0,32,and,151,154,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,33.0,most,155.0,159.0,33,most,155,159,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,34.0,liy,160.0,163.0,34,liy,160,163,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,35.0,tack,164.0,168.0,35,tack,164,168,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,36.0,for,169.0,172.0,36,for,169,172,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,37.0,ayissits,173.0,181.0,37,ayissits,173,181,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,38.0,the,182.0,185.0,38,the,182,185,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,39.0,bist,186.0,190.0,39,bist,186,190,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,40.0,idere,191.0,196.0,40,idere,191,196,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,41.0,and,197.0,200.0,41,and,197,200,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,42.0,do,201.0,203.0,42,do,201,203,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,43.0,not,204.0,207.0,43,not,204,207,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,44.0,git,208.0,211.0,44,git,208,211,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,45.0,my,212.0,214.0,45,my,212,214,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,46.0,stared,215.0,221.0,46,stared,215,221,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,47.0,with,222.0,226.0,47,with,222,226,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,48.0,the,227.0,230.0,48,the,227,230,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,49.0,ufvor,231.0,236.0,49,ufvor,231,236,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,50.0,was,237.0,240.0,50,was,237,240,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,51.0,to,241.0,243.0,51,to,241,243,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,52.0,fined,244.0,249.0,52,fined,244,249,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,53.0,dimiens,250.0,257.0,53,dimiens,250,257,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,54.0,im,258.0,260.0,54,im,258,260,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,55.0,dun,261.0,264.0,55,dun,261,264,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,56.0,telling,265.0,272.0,56,telling,265,272,equal,True,Equal,0,,False,False,BCXSFTWC_s000,
BCXSFTWC,57.0,.,272.0,273.0,57,.,272,273,equal,True,Equal,0,Sentence Ending,False,False,BCXSFTWC_s000,Correct Ending
BGRRHYPQ,0.0,the,0.0,3.0,0,The,0,3,equal,False,Equal,0,Sentence Beginning,False,False,BGRRHYPQ_s000,Incorrect Beginning
BGRRHYPQ,1.0,story,4.0,9.0,1,story,4,9,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,2.0,about,10.0,15.0,2,about,10,15,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,3.0,the,16.0,19.0,3,the,16,19,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,4.0,boy,20.0,23.0,4,boy,20,23,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,5.0,that,24.0,28.0,5,that,24,28,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,6.0,was,29.0,32.0,6,was,29,32,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,7.0,on,33.0,35.0,7,on,33,35,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,8.0,a,36.0,37.0,8,a,36,37,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,9.0,search,38.0,44.0,9,search,38,44,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,10.0,for,45.0,48.0,10,for,45,48,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,11.0,a,49.0,50.0,11,a,49,50,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,12.0,moon,51.0,55.0,12,moon,51,55,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,13.0,rock,56.0,60.0,13,rock,56,60,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,14.0,Once,61.0,65.0,14,Once,61,65,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,15.0,upon,66.0,70.0,15,upon,66,70,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,16.0,a,71.0,72.0,16,a,71,72,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,17.0,time,73.0,77.0,17,time,73,77,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,18.0,there,78.0,83.0,18,there,78,83,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,19.0,was,84.0,87.0,19,was,84,87,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,20.0,a,88.0,89.0,20,a,88,89,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,21.0,boy,90.0,93.0,21,boy,90,93,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,22.0,who,94.0,97.0,22,who,94,97,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,23.0,really,98.0,104.0,23,really,98,104,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,24.0,wanted,105.0,111.0,24,wanted,105,111,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,25.0,to,112.0,114.0,25,to,112,114,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,26.0,go,115.0,117.0,26,go,115,117,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,27.0,to,118.0,120.0,27,to,118,120,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,28.0,the,121.0,124.0,28,the,121,124,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,29.0,moon,125.0,129.0,29,moon,125,129,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,30.0,to,130.0,132.0,30,to,130,132,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,31.0,collect,133.0,140.0,31,collect,133,140,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,32.0,a,141.0,142.0,32,a,141,142,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,33.0,moon,143.0,147.0,33,moon,143,147,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,34.0,rock,148.0,152.0,34,rock,148,152,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,35.0,but,153.0,156.0,35,but,153,156,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,36.0,he,157.0,159.0,36,he,157,159,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,37.0,just,160.0,164.0,37,just,160,164,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,38.0,didn,165.0,169.0,38,didn,165,169,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,39.0,',169.0,170.0,39,',169,170,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,40.0,t,170.0,171.0,40,t,170,171,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,41.0,know,172.0,176.0,41,know,172,176,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,42.0,how,177.0,180.0,42,how,177,180,equal,True,Equal,0,,False,False,BGRRHYPQ_s000,
BGRRHYPQ,43.0,.,180.0,181.0,43,.,180,181,equal,True,Equal,0,Sentence Ending,False,False,BGRRHYPQ_s000,Correct Ending
BGRRHYPQ,44.0,He,182.0,184.0,44,He,182,184,equal,True,Equal,1,Sentence Beginning,False,False,BGRRHYPQ_s001,Correct Beginning
BGRRHYPQ,45.0,asked,185.0,190.0,45,asked,185,190,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,46.0,his,191.0,194.0,46,his,191,194,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,47.0,mum,195.0,198.0,47,mum,195,198,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,48.0,",",198.0,199.0,48,",",198,199,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,49.0,dad,199.0,202.0,49,dad,199,202,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,50.0,",",202.0,203.0,50,",",202,203,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,51.0,sister,203.0,209.0,51,sister,203,209,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,52.0,and,210.0,213.0,52,and,210,213,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,53.0,brother,214.0,221.0,53,brother,214,221,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,54.0,but,222.0,225.0,54,but,222,225,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,55.0,they,226.0,230.0,55,they,226,230,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,56.0,all,231.0,234.0,56,all,231,234,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,57.0,just,235.0,239.0,57,just,235,239,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,58.0,said,240.0,244.0,58,said,240,244,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,59.0,to,245.0,247.0,59,to,245,247,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,60.0,go,248.0,250.0,60,go,248,250,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,61.0,to,251.0,253.0,61,to,251,253,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,62.0,a,254.0,255.0,62,a,254,255,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,63.0,space,256.0,261.0,63,space,256,261,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,64.0,station,262.0,269.0,64,station,262,269,equal,True,Equal,1,,False,False,BGRRHYPQ_s001,
BGRRHYPQ,65.0,.,269.0,270.0,65,.,269,270,equal,True,Equal,1,Sentence Ending,False,False,BGRRHYPQ_s001,Correct Ending
BGRRHYPQ,66.0,Eventually,271.0,281.0,66,Eventually,271,281,equal,True,Equal,2,Sentence Beginning,False,False,BGRRHYPQ_s002,Correct Beginning
BGRRHYPQ,67.0,he,282.0,284.0,67,he,282,284,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,68.0,listened,285.0,293.0,68,listened,285,293,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,69.0,to,294.0,296.0,69,to,294,296,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,70.0,them,297.0,301.0,70,them,297,301,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,71.0,he,302.0,304.0,71,he,302,304,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,72.0,went,305.0,309.0,72,went,305,309,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,73.0,to,310.0,312.0,73,to,310,312,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,74.0,SYDNEY,313.0,319.0,74,SYDNEY,313,319,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,75.0,space,320.0,325.0,75,space,320,325,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,76.0,station,326.0,333.0,76,station,326,333,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,77.0,but,334.0,337.0,77,but,334,337,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,78.0,they,338.0,342.0,78,they,338,342,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,79.0,said,343.0,347.0,79,said,343,347,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,80.0,he,348.0,350.0,80,he,348,350,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,81.0,',350.0,351.0,81,',350,351,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,82.0,s,351.0,352.0,82,s,351,352,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,83.0,to,353.0,355.0,83,to,353,355,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,84.0,young,356.0,361.0,84,young,356,361,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,85.0,for,362.0,365.0,85,for,362,365,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,86.0,he,366.0,368.0,86,he,366,368,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,87.0,was,369.0,372.0,87,was,369,372,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,88.0,9,373.0,374.0,88,9,373,374,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,89.0,and,375.0,378.0,89,and,375,378,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,90.0,you,379.0,382.0,90,you,379,382,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,91.0,had,383.0,386.0,91,had,383,386,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,92.0,to,387.0,389.0,92,to,387,389,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,93.0,be,390.0,392.0,93,be,390,392,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,94.0,at,393.0,395.0,94,at,393,395,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,95.0,least,396.0,401.0,95,least,396,401,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,96.0,18,402.0,404.0,96,18,402,404,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,97.0,to,405.0,407.0,97,to,405,407,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,98.0,go,408.0,410.0,98,go,408,410,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,99.0,on,411.0,413.0,99,on,411,413,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,100.0,a,414.0,415.0,100,a,414,415,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,101.0,space,416.0,421.0,101,space,416,421,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,102.0,mission,422.0,429.0,102,mission,422,429,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,103.0,but,430.0,433.0,103,but,430,433,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,104.0,he,434.0,436.0,104,he,434,436,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,105.0,wouldn,437.0,443.0,105,wouldn,437,443,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,106.0,',443.0,444.0,106,',443,444,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,107.0,t,444.0,445.0,107,t,444,445,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,108.0,give,446.0,450.0,108,give,446,450,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,109.0,up,451.0,453.0,109,up,451,453,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,110.0,he,454.0,456.0,110,he,454,456,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,111.0,asked,457.0,462.0,111,asked,457,462,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,112.0,all,463.0,466.0,112,all,463,466,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,113.0,his,467.0,470.0,113,his,467,470,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,114.0,friends,471.0,478.0,114,friends,471,478,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,115.0,and,479.0,482.0,115,and,479,482,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,116.0,extended,483.0,491.0,116,extended,483,491,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,117.0,family,492.0,498.0,117,family,492,498,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,118.0,but,499.0,502.0,118,but,499,502,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,119.0,they,503.0,507.0,119,they,503,507,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,120.0,just,508.0,512.0,120,just,508,512,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,121.0,said,513.0,517.0,121,said,513,517,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,122.0,the,518.0,521.0,122,the,518,521,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,123.0,same,522.0,526.0,123,same,522,526,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,124.0,as,527.0,529.0,124,as,527,529,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,125.0,his,530.0,533.0,125,his,530,533,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,126.0,family,534.0,540.0,126,family,534,540,equal,True,Equal,2,,False,False,BGRRHYPQ_s002,
BGRRHYPQ,127.0,.,540.0,541.0,127,.,540,541,equal,True,Equal,2,Sentence Ending,False,False,BGRRHYPQ_s002,Correct Ending
BGRRHYPQ,128.0,He,542.0,544.0,128,He,542,544,equal,True,Equal,3,Sentence Beginning,False,False,BGRRHYPQ_s003,Correct Beginning
BGRRHYPQ,129.0,told,545.0,549.0,129,told,545,549,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,130.0,them,550.0,554.0,130,them,550,554,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,131.0,he,555.0,557.0,131,he,555,557,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,132.0,tried,558.0,563.0,132,tried,558,563,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,133.0,that,564.0,568.0,133,that,564,568,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,134.0,but,569.0,572.0,134,but,569,572,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,135.0,they,573.0,577.0,135,they,573,577,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,136.0,said,578.0,582.0,136,said,578,582,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,137.0,he,583.0,585.0,137,he,583,585,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,138.0,couldn,586.0,592.0,138,couldn,586,592,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,139.0,',592.0,593.0,139,',592,593,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,140.0,t,593.0,594.0,140,t,593,594,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,141.0,his,595.0,598.0,141,his,595,598,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,142.0,friends,599.0,606.0,142,friends,599,606,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,143.0,and,607.0,610.0,143,and,607,610,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,144.0,family,611.0,617.0,144,family,611,617,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,145.0,didn,618.0,622.0,145,didn,618,622,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,146.0,',622.0,623.0,146,',622,623,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,147.0,t,623.0,624.0,147,t,623,624,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,148.0,know,625.0,629.0,148,know,625,629,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,149.0,what,630.0,634.0,149,what,630,634,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,150.0,to,635.0,637.0,150,to,635,637,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,151.0,tell,638.0,642.0,151,tell,638,642,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,152.0,him,643.0,646.0,152,him,643,646,equal,True,Equal,3,,False,False,BGRRHYPQ_s003,
BGRRHYPQ,153.0,.,646.0,647.0,153,.,646,647,equal,True,Equal,3,Sentence Ending,False,False,BGRRHYPQ_s003,Correct Ending
BGRRHYPQ,154.0,The,648.0,651.0,154,The,648,651,equal,True,Equal,4,Sentence Beginning,False,False,BGRRHYPQ_s004,Correct Beginning
BGRRHYPQ,155.0,boy,652.0,655.0,155,boy,652,655,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,156.0,spent,656.0,661.0,156,spent,656,661,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,157.0,days,662.0,666.0,157,days,662,666,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,158.0,researching,667.0,678.0,158,researching,667,678,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,159.0,how,679.0,682.0,159,how,679,682,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,160.0,he,683.0,685.0,160,he,683,685,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,161.0,could,686.0,691.0,161,could,686,691,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,162.0,go,692.0,694.0,162,go,692,694,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,163.0,to,695.0,697.0,163,to,695,697,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,164.0,the,698.0,701.0,164,the,698,701,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,165.0,moon,702.0,706.0,165,moon,702,706,equal,True,Equal,4,,False,False,BGRRHYPQ_s004,
BGRRHYPQ,166.0,.,706.0,707.0,166,.,706,707,equal,True,Equal,4,Sentence Ending,False,False,BGRRHYPQ_s004,Correct Ending
BGRRHYPQ,167.0,Most,708.0,712.0,167,Most,708,712,equal,True,Equal,5,Sentence Beginning,False,False,BGRRHYPQ_s005,Correct Beginning
BGRRHYPQ,168.0,of,713.0,715.0,168,of,713,715,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,169.0,the,716.0,719.0,169,the,716,719,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,170.0,things,720.0,726.0,170,things,720,726,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,171.0,he,727.0,729.0,171,he,727,729,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,172.0,found,730.0,735.0,172,found,730,735,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,173.0,were,736.0,740.0,173,were,736,740,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,174.0,just,741.0,745.0,174,just,741,745,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,175.0,space,746.0,751.0,175,space,746,751,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,176.0,stations,752.0,760.0,176,stations,752,760,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,177.0,in,761.0,763.0,177,in,761,763,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,178.0,different,764.0,773.0,178,different,764,773,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,179.0,countries,774.0,783.0,179,countries,774,783,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,180.0,or,784.0,786.0,180,or,784,786,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,181.0,just,787.0,791.0,181,just,787,791,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,182.0,SYDNEY,792.0,798.0,182,SYDNEY,792,798,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,183.0,space,799.0,804.0,183,space,799,804,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,184.0,station,805.0,812.0,184,station,805,812,equal,True,Equal,5,,False,False,BGRRHYPQ_s005,
BGRRHYPQ,185.0,.,812.0,813.0,185,.,812,813,equal,True,Equal,5,Sentence Ending,False,False,BGRRHYPQ_s005,Correct Ending
BGRRHYPQ,186.0,he,814.0,816.0,186,he,814,816,equal,True,Equal,6,Sentence Beginning,False,False,BGRRHYPQ_s006,Incorrect Beginning
